#	Адрес	axis_2_machine	axis_4_machine	axis_1_topic	raw_text
17	Rām. Sundara 5.1.40	G	P	reference	Сын Дашаратхи (dāśarathi) — см. примеч. к I.1.8 (Гринцер).
18	Rām. Sundara 5.1.60	A	K	sanskrit_term|myth	Сын Ваю (vāyuputra). Леонов отмечает, что в V.1.9 используется ātmayoni «рожденный Ваю», однако традиционные комментаторы (Тилака) подчеркивают их идентичность.
19	Rām. Sundara 5.1.91	V	P	myth|geography	Майнака (maināka) — гора, поднявшаяся из океана навстречу Хануману. В «Бхушане» поясняется как сын Гималаев. Эпитет hiraṇyanābha — «золотопупый» (букв. «с золотой пуповиной»).
20	Rām. Sundara 5.1.100	G	P	reference	Майтхили (maithilī) — см. примеч. к I.1.26 (Гринцер).
21	Rām. Sundara 5.1.143	V	P	myth	Сурасса (surasā) — мать нагов (nāgamātā), представленная здесь как препятствие на пути Ханумана. В «Таттвадипике» поясняется её роль как испытательницы силы героя.
22	Rām. Sundara 5.1.152	G	P	reference	Вайдехи (vaidehī) — см. примеч. к I.1.28 (Гринцер).
23	Rām. Sundara 5.1.166	A	P	sanskrit_term|myth	Марути (māruti) — именное производное от Марут (бог ветра). Стандартное имя Хануманы.
24	Rām. Sundara 5.1.183	V	P	myth	Симхика (siṃhikā) — ракшасини, «ловящая тени» (chāyāgrahin). Поясняется в «Широмани» как обладающая силой притягивать объекты за их тень.
25	Rām. Sundara 5.1.190	A	P	sanskrit_term	Огромный (mahākāya) — ситуативный эпитет Хануманы при увеличении тела перед прыжком. Букв. «обладающий великим телом».
26	Rām. Sundara 5.2.24	V	P	myth|geography	Ланкини (laṅkā) — персонифицированная стражница города Ланки. В «Тилаке» отмечается её роль как воплощенной мощи Раваны.
27	Rām. Sundara 5.2.34	A	K	sanskrit_term|philosophy	Злодей (durātman) — букв. «дурная душа». Применяется к Раване в контексте описания похищения Ситы. Костина помечает: следует ли сохранять экспрессивность оригинала?
28	Rām. Sundara 5.3.18	A	P	sanskrit_term	Царь ракшасов (rākṣasendra) — в кн. V прилагается к Раване. Позднее (гл. 68) может относиться к Вибхишане.
29	Rām. Sundara 5.3.45	A	P	sanskrit_term	Страж сада (harīśvara) — редкий термин. В «Таттвадипике» поясняется как почетный титул охранника.
30	Rām. Sundara 5.4.18	V	P	context	Исхудавшая (kṛśā) — ситуативный эпитет Ситы в плену. Подчеркивает её аскетизм и страдания.
31	Rām. Sundara 5.6.16	V	P	myth	Прахаста (prahasta) — военачальник (senāpati) Раваны. Краткая справка: один из четырех главных советников.
32	Rām. Sundara 5.7.3	A	P	sanskrit_term	Владыка Ланки (laṅkādhipa) — титул Раваны. Ср. с laṅkeśvara.
33	Rām. Sundara 5.9.71	G	K	philosophy|context	Преданная дхарме (dharmapatnī) — букв. «жена по дхарме». Подчеркивает легитимный статус Ситы как супруги Рамы.
34	Rām. Sundara 5.10.40	A	P	sanskrit_term	Лотосоокий (kamala-locana). В данном контексте применяется к одной из жен Раваны; к самому Раме применяется в финале книги.
35	Rām. Sundara 5.10.51	V	P	myth	Мандодари (mandodarī) — главная жена Раваны. Букв. «стройнобёдрая». В «Тилаке» отмечается её благородство и печаль.
36	Rām. Sundara 5.11.1	V	P	realia	Ашока (aśoka, букв. «беспечальный») — дерево с оранжево-алыми цветами, Saraca indica L. (= Jonesia asoka Roxb.). [Источник: ботанический справочник (файл редактора)]
37	Rām. Sundara 5.12.4	G	P	reference	Сугрива (sugrīva) — царь обезьян, союзник Рамы. См. примеч. к IV.1.1 (Гринцер).
38	Rām. Sundara 5.13.35	V	P	context|philosophy	Истощённая постом (upavāsa) — ситуативный эпитет Ситы. В «Бхушане» поясняется как признак её верности и аскетической силы.
39	Rām. Sundara 5.15.25	B	P	textology	Широкоокая (viśālākṣī). ***[Е. Костина]*** «viśālākṣī» Опущено. Обращение Раваны к Сите. Важно ли сохранять этот эпитет для передачи его ложной учтивости?
40	Rām. Sundara 5.16.17	G	K	philosophy	Знаток дхармы (dharmajña) — эпитет Вибхишаны. Подчеркивает его моральное превосходство над другими советниками Раваны.
41	Rām. Sundara 5.20.8	V	P	realia|myth	Косу одну носящая (ekaveṇī) — знак траура по разлуке; Леонов: «волосы, в косу одну заплетенные». Согласно «Широмани», это символ верности мужу.
42	Rām. Sundara 5.24.4	A	P	sanskrit_term	Несравненная (anindite) — обращение Хануманы к Сите. Букв. «не заслуживающая порицания».
43	Rām. Sundara 5.27.3	V	P	myth	Триджавата (trijaṭā) — сострадательная (dayāpara) ракшасини, видящая вещий сон о победе Рамы. В «Таттвадипике» поясняется как знаток знамений.
44	Rām. Sundara 5.31.44	V	P	context	Многомудрый (mahāmati) — эпитет Вибхишаны в сцене его выступления в защиту Хануманы.
45	Rām. Sundara 5.35.6	G	K	context|myth	Вестник Рамы (rāmadūta) — Хануман официально представляется Сите. Важный юридический и дипломатический статус.
46	Rām. Sundara 5.41.7	A	P	sanskrit_term	Десятиликий (daśānana) — синоним daśagrīva. Леонов: «Десятиликий Равана».
47	Rām. Sundara 5.47.1	V	P	myth	Акша (akṣa) — царевич (kumāra), сын Раваны, выходящий на бой с Хануманом. В «Тилаке» отмечается его безрассудная храбрость.
48	Rām. Sundara 5.48.15	A	P	myth|sanskrit_term	Индраджит (indrajit) — имя-эпитет, означающее «победитель Индры». Старший сын Раваны.
49	Rām. Sundara 5.48.17	A	P	sanskrit_term	Лотосоокий (padmapalāśākṣa) — эпитет Индраджита. Леонов: «блистательный, лотосоокий». Необычный эпитет для грозного воина, подчеркивающий его царственность.
50	Rām. Sundara 5.50.1	A	P	sanskrit_term	Повелитель обезьян (kapīndra) — титул Хануманы в момент его пленения. Леонов: «сам повелитель обезьян».
